data_origin,trip_id,trip_type,trip_distance_km,rider_weight_kg,wheel_weight_kg,global_weight_kg,tire_pressure_bars,outdoor_temperature_c,wind,rain,altitude_difference
euc_world,0,commute,56.839,84.0,53.5,137.5,2.7,25.0,mid,False,86.3
euc_world,1,commute,56.41,85.0,53.5,138.5,2.6,30.0,low,False,93.6
euc_world,2,commute,56.626,85.0,53.5,138.5,2.6,15.0,mid,False,104.4
euc_world,3,commute,56.166,85.0,53.5,138.5,2.6,20.0,low,False,98.6
euc_world,4,commute,56.603,85.0,53.5,138.5,2.8,23.0,mid,False,108.3
euc_world,5,commute,23.194,83.0,53.5,136.5,2.7,15.0,low,False,138.1
euc_world,6,commute,56.879,85.0,53.5,138.5,2.8,20.0,low,False,78.3
