data_origin,trip_id,trip_type,trip_distance_km,rider_weight_kg,wheel_weight_kg,global_weight_kg,tire_pressure_bars,outdoor_temperature_c,wind,rain,altitude_difference
euc_world,0,trail,21.56,75.0,40.0,115.0,2.2,10.0,low,False,27.1
euc_world,1,trail,28.306,75.0,40.0,115.0,2.2,15.5,low,False,32.7
euc_world,2,commute,9.827,81.5,40.0,121.5,2.2,15.5,low,False,38.2
