data_origin,trip_id,trip_type,trip_distance_km,rider_weight_kg,wheel_weight_kg,global_weight_kg,tire_pressure_bars,outdoor_temperature_c,wind,rain,altitude_difference
euc_world,0,commute,49.257,85.0,35.9,120.9,2.5,25.0,low,False,100.3
euc_world,1,commute,19.019,85.0,35.9,120.9,2.5,30.0,low,False,118.9
euc_world,2,trail,11.758,82.0,35.9,117.9,2.5,30.0,low,False,43.3
euc_world,3,trail,11.712,82.0,35.9,117.9,2.5,30.0,low,False,42.6
euc_world,4,trail,35.992,82.0,35.9,117.9,2.3,25.0,low,False,72.3
