datetime,duration,duration_riding,distance,distance_total,speed,speed_avg,speed_avg_riding,speed_max,speed_limit,acceleration,voltage,current,current_phase,power,battery,temp,temp_motor,temp_batt,safety_margin,cpu_load,tilt,roll,fan,alert,alarm,gps_datetime,gps_duration,gps_duration_riding,gps_distance,gps_lat,gps_lon,gps_speed,gps_speed_avg,gps_speed_avg_riding,gps_speed_max,gps_alt,gps_bearing,gps_acc,hr,extra
2025-07-17T17:28:31.348+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,,,0.00,,,35,55,,,,,,,,0,2025-07-17T17:28:31.000+0200,2,1,0.001,48.1299283,-2.0356200,0.26,1.91,3.97,3.97,51.8,97,2,,euc.battery1Imbalance=0.004
2025-07-17T17:28:31.468+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:31.000+0200,2,1,0.001,48.1299283,-2.0356200,0.26,1.91,3.97,3.97,51.8,97,2,,euc.distance=0
2025-07-17T17:28:31.888+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:31.000+0200,3,1,0.001,48.1299283,-2.0356200,0.26,1.91,3.97,3.97,51.8,97,2,,euc.distanceUser=0
2025-07-17T17:28:32.086+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:32.000+0200,3,1,0.001,48.1299267,-2.0356183,0.37,1.53,3.97,3.97,51.8,122,2,,euc.distanceTotal=0
2025-07-17T17:28:32.526+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:32.000+0200,4,1,0.001,48.1299267,-2.0356183,0.37,1.53,3.97,3.97,51.8,122,2,,euc.firmware=GW2035105
2025-07-17T17:28:32.709+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:32.000+0200,4,1,0.001,48.1299267,-2.0356183,0.37,1.53,3.97,3.97,51.8,122,2,,euc.make=Begode
2025-07-17T17:28:33.700+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:33.000+0200,5,1,0.001,48.1299367,-2.0356250,0.48,1.32,3.97,3.97,52.2,5,2,,euc.model=Blitz
2025-07-17T17:28:33.724+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:33.000+0200,5,1,0.001,48.1299367,-2.0356250,0.48,1.32,3.97,3.97,52.2,5,2,,euc.name=Blitz
2025-07-17T17:28:33.753+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:33.000+0200,5,1,0.001,48.1299367,-2.0356250,0.48,1.32,3.97,3.97,52.2,5,2,,euc.type=GOTWAY
2025-07-17T17:28:34.422+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:34.000+0200,5,1,0.001,48.1299417,-2.0356200,0.33,1.15,3.97,3.97,52.5,43,2,,euc.btAddress=18:7A:3E:9C:74:01
2025-07-17T17:28:34.441+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:34.000+0200,5,1,0.001,48.1299417,-2.0356200,0.33,1.15,3.97,3.97,52.5,43,2,,euc.btName=GotWay_002933
2025-07-17T17:28:35.009+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:34.000+0200,6,1,0.001,48.1299417,-2.0356200,0.33,1.15,3.97,3.97,52.5,43,2,,euc.speedCorrection=0
2025-07-17T17:28:35.037+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:34.000+0200,6,1,0.001,48.1299417,-2.0356200,0.33,1.15,3.97,3.97,52.5,43,2,,euc.distCorrection=0
2025-07-17T17:28:35.612+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:35.000+0200,7,2,0.002,48.1299433,-2.0356067,2.16,1.30,3.06,3.97,52.5,61,2,,info.manufacturer=TCL
2025-07-17T17:28:35.627+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:35.000+0200,7,2,0.002,48.1299433,-2.0356067,2.16,1.30,3.06,3.97,52.5,61,2,,info.brand=TCL
2025-07-17T17:28:36.233+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:36.000+0200,7,2,0.002,48.1299400,-2.0356017,1.88,1.37,3.06,3.97,52.8,142,2,,info.device=Goldfinch_NP_Pro
2025-07-17T17:28:36.251+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:36.000+0200,7,2,0.002,48.1299400,-2.0356017,1.88,1.37,3.06,3.97,52.8,142,2,,info.display=UP1A.231005.007
2025-07-17T17:28:36.841+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:36.000+0200,8,2,0.002,48.1299400,-2.0356017,1.88,1.37,3.06,3.97,52.8,142,2,,info.id=UP1A.231005.007
2025-07-17T17:28:36.855+0200,0,0,0.000,0.000,0.00,0.00,0.00,0.00,,0.00,130.09,0.00,0.00,0,96,35,55,,100,,,,,,0,2025-07-17T17:28:36.000+0200,8,2,0.002,48.1299400,-2.0356017,1.88,1.37,3.06,3.97,52.8,142,2,,info.model=T803D
