data_origin,trip_id,trip_type,trip_distance_km,rider_weight_kg,wheel_weight_kg,global_weight_kg,tire_pressure_bars,outdoor_temperature_c,wind,rain,altitude_difference
wheel_log,0,trail,7.913,85.0,13.0,98.0,2.5,20.0,low,False,
wheel_log,1,trail,23.247,85.0,13.0,98.0,2.5,15.0,low,False,
wheel_log,2,trail,7.261,85.0,13.0,98.0,2.4,20.0,low,False,
wheel_log,3,commute,7.306,85.0,13.0,98.0,2.4,20.0,low,False,
